sampleID	plotID	name	day	month	year	time	weather	air_temp_c	notes	plot_name	rep	pseudorep	MMPRNT_ID	plant	treatment	time_zone	longitude	latitude	altitude	location	country	soil_name	number_cores	SPNL_date	pH	lime_index	P_ppm	K_ppm	Ca_ppm	Mg_ppm	organic_matter	NO3N_ppm	NH4_ppm	soil_moisture_percent	soil_temp_10cm	plant_name	LDMC_mg_per_g	nitrogen_percent	carbon_percent	carbon_per_nitrogen	height_mean_cm	mass_per_leaf_g	nucleic_acid_name	date_of_extraction	nucleic_acid_type	replicate_extraction	source	source_mass	extraction_method	elution_vol_ul	concentration_ng_per_ul	ratio_260_280	conc_ng_per_g_source	extracted_by	sequence_name	sequencing_date	conc_sent_ng_per_ul	sequencing_type	sequencing_facility	primers	submitted_for_sequencing	sequencing_successful	duplicate_submitted	dup_sequencing_name	exclude_from_analysis	itemID_JGI	sampleID_JGI	barcode	JGI_library	HPCC_path	JGI_taxonOID	JGI_rawdataname	sampling_date	time_numeric	date	precipitation	Air_temp_mean	air_temp_max	Air_Temp_Min	Air_Pressure	RH	AH	Wind_Speed_Mean	Wind_Direction_Mean	Solar_Radiation	PAR	soil_temp_5_cm_bare_avg	soil_temp_5_cm_sod_avg	Year	X	X.1	X.2	X.3
33	13	G6R3_MAIN_09MAY2016	9	5	2016	15:46	overcast	15.4	soil/air temp and time data are per-plot	G6R3_MAIN	3	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_MAIN_09MAY2016	6	2017-10-13	6.1	71	28	57	864	112	2.4	4.8	7.1	11.61	12.9	G6R3_MAIN_09MAY2016	253	3.2647	42.5358	13.03	91	0.587	G6R3_MAIN_09MAY2016_LD1		DNA	1	phyllosphere	5.05	Benzyl Chloride 	190	27.07		1018.5	SH Lee	G6R3_MAIN_09MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015300	NA	2016-05-09	1462766400	09.05.16	0	10.7	15.6	3.6	983	56.54	0.69	2.92	138.1	139.89	193.66	12.4	10.8	2016	NA	NA	NA	NA
34	14	G6R4_MAIN_09MAY2016	9	5	2016	13:56	overcast	15.1	soil/air temp and time data are per-plot	G6R4_MAIN	4	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_MAIN_09MAY2016	6	2017-10-13	6.5	73	43	130	930	142	2.4	4.4	4.8	14.26	15.5	G6R4_MAIN_09MAY2016	222	2.6228	43.8217	16.71	91	0.478	G6R4_MAIN_09MAY2016_LD1		DNA	1	phyllosphere	5.05	Benzyl Chloride 	190	35.13		1321.7	SH Lee	G6R4_MAIN_09MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015342	NA	2016-05-09	1462766400	09.05.16	0	10.7	15.6	3.6	983	56.54	0.69	2.92	138.1	139.89	193.66	12.4	10.8	2016	NA	NA	NA	NA
36	16	G6R1_NF_09MAY2016	9	5	2016	16:04	overcast	15.6	soil/air temp and time data are per-plot	G6R1_NF	1	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R1_NF_09MAY2016	6	2017-10-13	6.6	73	24	60	923	119	2.4	2.1	8.5	14.33	12.4	G6R1_NF_09MAY2016	193	2.8487	42.8368	15.04	91	0.441	G6R1_NF_09MAY2016_LD1		DNA	1	phyllosphere	5.07	Benzyl Chloride 	190	51.6		1933.7	SH Lee	G6R1_NF_09MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015322	NA	2016-05-09	1462766400	09.05.16	0	10.7	15.6	3.6	983	56.54	0.69	2.92	138.1	139.89	193.66	12.4	10.8	2016	NA	NA	NA	NA
37	17	G6R2_NF_09MAY2016	9	5	2016	13:06	overcast	14.9	soil/air temp and time data are per-plot	G6R2_NF	2	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R2_NF_09MAY2016	6	2017-10-13	6.3	73	17	49	770	95	2.4	1.5	7	15.16	12.5	G6R2_NF_09MAY2016	207	2.8905	42.464	14.69	91	0.544	G6R2_NF_09MAY2016_LD1		DNA	1	phyllosphere	5.03	Benzyl Chloride 	190	28.2		1065.2	SH Lee	G6R2_NF_09MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015345	NA	2016-05-09	1462766400	09.05.16	0	10.7	15.6	3.6	983	56.54	0.69	2.92	138.1	139.89	193.66	12.4	10.8	2016	NA	NA	NA	NA
38	18	G6R3_NF_09MAY2016	9	5	2016	15:03	overcast	16.1	soil/air temp and time data are per-plot	G6R3_NF	3	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_NF_09MAY2016	6	2017-10-13	6.4	72	19	69	1076	140	2.5	4.6	5.1	14.12	12.6	G6R3_NF_09MAY2016	205	2.9027	42.0902	14.5	91	0.257	G6R3_NF_09MAY2016_LD1		DNA	1	phyllosphere	5.11	Benzyl Chloride 	190	46.8		1740.1	SH Lee	G6R3_NF_09MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015304	NA	2016-05-09	1462766400	09.05.16	0	10.7	15.6	3.6	983	56.54	0.69	2.92	138.1	139.89	193.66	12.4	10.8	2016	NA	NA	NA	NA
39	19	G6R4_NF_09MAY2016	9	5	2016	15:46	overcast	15.4	soil/air temp and time data are per-plot	G6R4_NF	4	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_NF_09MAY2016	6	2017-10-13	6.5	73	28	102	996	144	2.8	5.3	4.4	16.29	12.9	G6R4_NF_09MAY2016	226	3.4211	42.8998	12.54	91	0.352	G6R4_NF_09MAY2016_LD1		DNA	1	phyllosphere	5.06	Benzyl Chloride 	190	23.8		893.7	SH Lee	G6R4_NF_09MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015269	NA	2016-05-09	1462766400	09.05.16	0	10.7	15.6	3.6	983	56.54	0.69	2.92	138.1	139.89	193.66	12.4	10.8	2016	NA	NA	NA	NA
41	1	G5R1_MAIN_31MAY2016	31	5	2016	11:42	hazy	25.5	soil/air temp and time data are per-plot	G5R1_MAIN	1	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_MAIN_31MAY2016	6	2017-03-18	6.7	72	43	81	875	112	2.3	3.7	7.1	6.8	24	G5R1_MAIN_31MAY2016	252	2.4779	45.1044	18.2	58	0.694	G5R1_MAIN_31MAY2016_LD1		DNA	1	phyllosphere	5.84	Benzyl Chloride 	190	23.13		752.5	SH Lee	G5R1_MAIN_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015327	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
42	2	G5R2_MAIN_31MAY2016	31	5	2016	13:26	hazy	25.6	soil/air temp and time data are per-plot	G5R2_MAIN	2	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_MAIN_31MAY2016	6	2017-03-18	6.6	71	18	61	834	105	2	4	6.3	8.6	22	G5R2_MAIN_31MAY2016	245	2.4658	45.4308	18.42	58	0.504	G5R2_MAIN_31MAY2016_LD1		DNA	1	phyllosphere	5.6	Benzyl Chloride 	190	22.8		773.6	SH Lee	G5R2_MAIN_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015348	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
43	3	G5R3_MAIN_31MAY2016	31	5	2016	14:13	hazy	27.2	soil/air temp and time data are per-plot	G5R3_MAIN	3	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_MAIN_31MAY2016	6	2017-03-18	6.5	72	16	68	1091	118	2.6	6.2	4.5	9.6	22	G5R3_MAIN_31MAY2016	236	2.5851	45.2263	17.49	58	0.55	G5R3_MAIN_31MAY2016_LD1		DNA	1	phyllosphere	5.61	Benzyl Chloride 	190	36.8		1246.3	SH Lee	G5R3_MAIN_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015335	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
44	4	G5R4_MAIN_31MAY2016	31	5	2016	12:37	hazy	30.1	soil/air temp and time data are per-plot	G5R4_MAIN	4	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_MAIN_31MAY2016	6	2017-03-18	6.6	71	37	127	894	129	2.3	6	3.6	8.3	22.5	G5R4_MAIN_31MAY2016	234	2.4482	45.1259	18.43	58	0.659	G5R4_MAIN_31MAY2016_LD1		DNA	1	phyllosphere	5.44	Benzyl Chloride 	190	33.67		1176	SH Lee	G5R4_MAIN_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015332	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
45	6	G5R1_NF_31MAY2016	31	5	2016	11:42	hazy	25.5	soil/air temp and time data are per-plot	G5R1_NF	1	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_NF_31MAY2016	6	2017-03-18	6.7	73	23	64	903	104	2.4	2.6	6.6	11.1	24	G5R1_NF_31MAY2016	255	2.2266	45.1101	20.26	58	2.809	G5R1_NF_31MAY2016_LD2	4/21/17	DNA	2	phyllosphere	5.59	Benzyl Chloride	190	26.7		0	KL Grady	G5R1_NF_31MAY2016_LD2_MG		9.72	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	Y	G5R1_NF_31MAY2016_LD1_MG	N	0	147817						2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
46	7	G5R2_NF_31MAY2016	31	5	2016	13:26	hazy	25.6	soil/air temp and time data are per-plot	G5R2_NF	2	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_NF_31MAY2016	6	2017-03-18	6.9		17	59	953	109	2.5	1.4	5.4	10.3	22	G5R2_NF_31MAY2016	272	2.3509	45.5185	19.36	58	2.852	G5R2_NF_31MAY2016_LD2	4/21/17	DNA	2	phyllosphere	6.38	Benzyl Chloride	190	37.5		0	KL Grady	G5R2_NF_31MAY2016_LD2_MG		6.38	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	Y	G5R2_NF_31MAY2016_LD1_MG	N	0	147814						2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
47	8	G5R3_NF_31MAY2016	31	5	2016	14:13	hazy	27.2	soil/air temp and time data are per-plot	G5R3_NF	3	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_NF_31MAY2016	6	2017-03-18	6.5	71	20	87	973	107	2.7	2.6	5	12.6	22	G5R3_NF_31MAY2016	229	2.9671	44.7661	15.09	58	2.834	G5R3_NF_31MAY2016_LD1		DNA	1	phyllosphere	5.63	Benzyl Chloride 	190	24.87		839.3	SH Lee	G5R3_NF_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015315	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
48	9	G5R4_NF_31MAY2016	31	5	2016	12:37	hazy	30.1	soil/air temp and time data are per-plot	G5R4_NF	4	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_NF_31MAY2016	6	2017-03-18	6.7	72	32	90	814	107	2.2	2	4.5	9.3	22.5	G5R4_NF_31MAY2016	238	1.5377	44.4911	28.93	58	3.14	G5R4_NF_31MAY2016_LD1		DNA	1	phyllosphere	5.15	Benzyl Chloride 	190	20.27		747.8	SH Lee	G5R4_NF_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015316	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
49	11	G6R1_MAIN_31MAY2016	31	5	2016	12:08	hazy	30.1	soil/air temp and time data are per-plot	G6R1_MAIN	1	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R1_MAIN_31MAY2016	6	2017-09-27	6.1	69	33	45	957	141	1.9	4.8	7	8.24	22.5	G6R1_MAIN_31MAY2016	237	2.8639	45.6485	15.94	111	0.514	G6R1_MAIN_31MAY2016_LD1		DNA	1	phyllosphere	5.41	Benzyl Chloride 	190	47.93		1683.3	SH Lee	G6R1_MAIN_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015267	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
50	12	G6R2_MAIN_31MAY2016	31	5	2016	13:47	hazy	26.6	soil/air temp and time data are per-plot	G6R2_MAIN	2	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R2_MAIN_31MAY2016	6	2017-09-27	6.3	69	22	35	861	116	2	2.8	6.4	11.07	22.8	G6R2_MAIN_31MAY2016	257	2.6624	45.6746	17.16	111	0.522	G6R2_MAIN_31MAY2016_LD1		DNA	1	phyllosphere	5.68	Benzyl Chloride 	190	47.67		1594.6	SH Lee	G6R2_MAIN_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015303	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
51	13	G6R3_MAIN_31MAY2016	31	5	2016	14:40	hazy	27.2	soil/air temp and time data are per-plot	G6R3_MAIN	3	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_MAIN_31MAY2016	6	2017-09-27	5.7	69	25	45	864	128	2.1	4.8	5.4	8.27	24.7	G6R3_MAIN_31MAY2016	282	2.9115	45.6254	15.67	111	0.644	G6R3_MAIN_31MAY2016_LD1		DNA	1	phyllosphere	5.78	Benzyl Chloride 	190	26.67		876.7	SH Lee	G6R3_MAIN_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015282	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
52	14	G6R4_MAIN_31MAY2016	31	5	2016	12:55	hazy	25.6	soil/air temp and time data are per-plot	G6R4_MAIN	4	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_MAIN_31MAY2016	6	2017-09-27	5.8	69	37	79	762	134	2.2	4.2	3.7	2.57	20	G6R4_MAIN_31MAY2016	234	2.9314	45.9733	15.68	111	0.378	G6R4_MAIN_31MAY2016_LD1		DNA	1	phyllosphere	5.93	Benzyl Chloride 	190	20.93		670.6	SH Lee	G6R4_MAIN_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015291	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
